row_index,true_equation,equation_simplified,complexity_multivar,complexity_simplified,eval_std,eval_mean,eval_min_value,eval_max_value,evaluation_error
0,y =  0.2304638568406269 - (x / (x + x))                                                                                                                                                                                                                     ,-0.2695361431593731,7,1,5.551115123125783e-17,-0.2695361431593732,-0.26953614315937313,-0.26953614315937313,
1,y =  (-3.25998550029729 * sqrt(x * x)) + (0.30040134801163587 - cos(exp(-0.6689466144672617 / x)))                                                                                                                                                          ,-3.25998550029729*sqrt(x**2) - cos(exp(-0.6689466144672617/x)) + 0.30040134801163587,14,13,9.325325355966513,-16.68714741409602,-32.893035729981186,-0.6995986523143627,
2,y =  ((((1.0906690515890725 + x) + (x * sqrt(x))) * ((0.3229221487642986 / sqrt(sqrt(x))) / ((0.8754026865418715 / cos(x)) * (x + 0.8741866889177761)))) + x) / -0.9298969317572068                                                                     ,-1.075387998227202*x - 0.3966935542712157*(x**(3/2) + x + 1.0906690515890725)*cos(x)/(x**(1/4)*(x + 0.8741866889177761)),27,24,5.649680593439375,-5.488886271255468,-156.51066779614865,-0.9588116397772002,
3,y =  ((x * -0.6395710496597933) - x) - sqrt(x)                                                                                                                                                                                                              ,-sqrt(x) - 1.639571049659793*x,8,5,5.471446229292786,-10.30549265177235,-19.55798815676631,-1.0000163957104967e-05,
4,y =  exp(((-0.3741726321384304 * x) * exp(x - x)) - x) * ((sqrt(x) + sqrt(sqrt(x))) - ((x * sqrt(x)) / x))                                                                                                                                            ,x**(1/4)*exp(-1.37417263213843*x),25,9,0.12537383369059085,0.06076229482284603,1.9144502579028693e-06,0.50862302565618,
5,y =  exp(exp((((x + -1.561878785612393) / x) / x) / (x + x)))                                                                                                                                                                                             ,exp(exp((x - 1.561878785612393)/(2*x**3))),13,10,0.46768403491091687,2.5903989350764944,1.0,2.803393343103633,
6,y =  ((x / x) / sqrt(3.9688525185864068 * (x / exp(x)))) - sqrt(x)                                                                                                                                                                                        ,-sqrt(x) + 0.50195816099760928/sqrt(x*exp(-x)),14,9,1586.4400515135778,53.53876302389329,-0.47359249342148724,50195.81609227072,
7,y =  (cos(-0.2642622510516896 / ((x * (exp(x) + sqrt(x))) / 0.3615498650742963)) + ((x - 0.749771454165002) * sqrt(x))) - (((-0.02829684946245076 / x) - 1.3630911741232832) - x)                                                                       ,sqrt(x)*(x - 0.749771454165002) + x + cos(0.09554398121196819/(x*(sqrt(x) + exp(x)))) + 1.3630911741232832 + 0.02829684946245076/x,27,18,8943773.697563296,282986.93892439,1.3324121743066963,282968495.70287293,
8,y =  (1.9514706325093518 + (-0.07046730739366353 + x)) / sqrt(x)                                                                                                                                                                                             ,(x + 1.8810033251156883)/sqrt(x),8,4,5945.176557495686,191.36927303166618,2.7429935673670753,188100.3325215688,
9,y =  (1.9650398329849303 - (cos(x) + ((x * -0.4429571087590436) * x))) - exp(((2.311534081884898 + x) / 0.8755797720183724) * (0.4122837648951354 + (0.7056748419203299 - x)))                                                                            ,0.4429571087590436*x**2 - exp((1.117958606815465 - x)*(1.142100391029839*x + 2.640003978799541)) - cos(x) + 1.9650398329849303,23,18,14.721762097048199,15.908456026561591,-18.16797120842067,47.09982223796573,
10,y =  ((-0.94129418350604 + x) - x) * (cos(x) - x)                                                                                                                                                                                                          ,0.94129418350604*x - 0.94129418350604*cos(x),10,6,2.9452644257466094,4.7575519322536195,-0.9412941834119106,10.202754984925582,
11,y =  (x + (1.6923057054014758 * cos(x))) * -0.2223887168097701                                                                                                                                                                                               ,-0.2223887168097701*x - 0.37634969427408703*cos(x),8,6,0.6400282848317651,-1.0915202938776682,-1.9081028546556875,-0.2544497013793897,
12,y =  cos(cos(x) - sqrt(x))                                                                                                                                                                                                                                   ,cos(sqrt(x) - cos(x)),6,4,0.6021625457430287,-0.3342832319706403,-0.9999959508754759,0.999999138402551,
13,y =  (-0.3953909123351764 - x) / sqrt(x)                                                                                                                                                                                                                     ,(-x - 0.3953909123351764)/sqrt(x),6,5,1249.6362674866211,-41.890837029850786,-39539.09124351764,-1.2576272595774771,
14,y =  cos(x + (2.2348921081502278 + x))                                                                                                                                                                                                                       ,cos(2*x + 2.2348921081502278),6,5,0.7179182585400146,-0.052180817722698995,-0.9999999190718284,0.9999993408462593,
15,y =  exp((exp(((x / -1.9379116464788118) * x) + 1.5525192164147033) * -0.2439785661369909) * (1.5398917644624186 - x))                                                                                                                                      ,exp(-1.1523972238005152*(1.5398917644624186 - x)*exp(-0.51601939738429325*x**2)),15,12,0.19830502699404678,0.9372905749686372,0.1695568527061999,1.0696966546351954,
16,y =  (x * 0.32604198451290695) * x                                                                                                                                                                                                                           ,0.32604198451290695*x**2,5,5,9.731027264544206,10.873505623086565,3.2604198451290696e-21,32.6041984512907,
17,y =  cos((-0.6090625298350625 - (x + cos(x))) * x)                                                                                                                                                                                                          ,cos(x*(-x - cos(x) - 0.6090625298350625)),9,7,0.7097359877370649,-0.004536197736787208,-0.9999999996439612,1.0,
18,y =  1.1872152902083661 / (2.185942858626382 / (0.12961616975084805 * (x + x)))                                                                                                                                                                              ,0.14079260853428487*x,9,2,0.4068398888540077,0.703963042678464,1.4079260853428489e-11,1.4079260853428488,
19,y =  exp(((x / (x + x)) * exp(x / -1.1936401032570558)) / ((((x - -0.25023784618368766) - 1.2636681945114512) - -0.9857936261615873) - x)) - -0.5503436162387332                                                                                         ,0.5503436162387332 + exp(-18.091870555182379*exp(-0.8377734605860888*x)),23,8,0.40057504460681975,1.1362387670505483,0.5503436301318745,1.5461923883932411,
20,y =  (x / 0.9032242621473694) / -2.4160552935026227                                                                                                                                                                                                           ,-0.4582447897935311*x,5,2,1.3241622645419595,-2.291223948990568,-4.582447897935311,-4.582447897935311e-11,
21,y =  x - (x / x)                                                                                                                                                                                                                                            ,x - 1,5,2,2.889639542085313,4.000000000049999,-0.9999999999,9.0,
22,y =  (exp(-0.3081817269793346 - (-0.05939153334593602 + x)) * (x - (x * x))) - cos(x)                                                                                                                                                                     ,0.7797435513856444*(-x**2 + x)*exp(-x) - cos(x),15,12,0.6781967943751015,-0.023239280766670832,-1.0488296956676313,0.995010822876618,
23,y =  cos(x / x) * (x * x)                                                                                                                                                                                                                                  ,x**2*cos(1),8,6,16.125826486284424,18.019090914934864,5.403023058681398e-21,54.03023058681398,
24,y =  (x * x) * x                                                                                                                                                                                                                                            ,x**3,5,3,283.8830718174004,250.25025025274766,1e-30,1000.0,
25,y =  (-0.001412889947178822 * (((x * x) * 0.5698127532924703) - ((0.7136746027910484 / x) - ((-0.9396205638840124 * (0.013552221642012868 * x)) * x)))) / -0.38195352113995246                                                                            ,0.0020606984956215951*x**2 - 0.0026399643308193031/x,21,8,834412.5053937056,-26399.57655776156,-26399643.30819303,0.20580585312907757,
26,y =  x * ((x * x) + (sqrt(x) + 0.16919648244665647))                                                                                                                                                                                                       ,x*(sqrt(x) + x**2 + 0.16919648244665647),10,8,293.4799022097055,263.74850951472996,1.6920648244665647e-11,1033.3147414261502,
27,y =  (-0.813478288652876 - sqrt(x / 1.7194151094800154)) * cos(cos(x + 1.1594920865416085) + (-0.653644426763223 - (x - -0.8240384211072865)))                                                                                                              ,(-0.76262252858567518*sqrt(x) - 0.813478288652876)*cos(x - cos(x + 1.1594920865416085) + 1.477682847870509),18,13,1.401990449562658,-0.09055351032073407,-2.630406942430453,2.8811024316543508,
28,y =  exp(((x - (-0.26494974908785834 - x)) + (-0.26908239754489827 + x)) / (-0.19181607662641229 * x))                                                                                                                                                     ,exp(-5.2133273581006196*(3*x - 0.0041326484570399298)/x),14,8,,,,,Evaluation error: math range error
29,y =  -0.8017233630910647 + (-0.04796788501785752 + x)                                                                                                                                                                                                         ,x - 0.8496912481089222,5,2,2.889639542085313,4.150308751941077,-0.8496912480089223,9.150308751891078,
30,y =  cos(((x * 1.682954161598504) * x) * (((-1.2256310278045408 + ((x / x) * 0.7662370971301317)) * (1.0255136316416842 * (x / (x * (x / x))))) - x))                                                                                                 ,cos(1.682954161598504*x**2*(-x - 0.47111473820006138)),26,10,0.713494064901191,0.0520674693880239,-0.9999933790031358,1.0,
31,y =  (x - x) * ((-0.016634359514534923 + x) - 0.6934518868487197)                                                                                                                                                                                           ,0,9,1,0.0,0.0,0.0,0.0,
32,y =  (((cos(x * (-0.6105186262211098 - x)) + (0.38926883236168797 + cos(x))) * (-0.4606041432443448 * sqrt(x))) + (x * x)) * ((-1.3237280257031656 * x) + x)                                                                                           ,-0.3237280257031656*x*(-0.4606041432443448*sqrt(x)*(cos(x) + cos(x*(-x - 0.6105186262211098)) + 0.38926883236168797) + x**2),26,20,92.48567908975872,-80.62449078448105,-322.2698981558369,0.07129287376396318,
33,y =  sqrt((exp(x) * x) / sqrt((x - x) + ((x * x) - ((x / x) * -0.9833962666923138)))) + (1.335383997308655 - (sqrt(x) - -0.4830698817716382))                                                                                                         ,-sqrt(x) + sqrt(x*exp(x)/sqrt(x**2 + 0.9833962666923138)) + 0.8523141155370168,27,15,35.99722462738367,28.070719979072656,0.8523141574825442,145.74054937065543,
34,y =  (exp(-0.8162178583799028 - ((x / x) - (0.22286304575988788 - sqrt(x)))) / (x * -1.6194608102295038)) * -0.1378811274363652                                                                                                                            ,0.017304106534691672*exp(-sqrt(x))/x,17,6,5469247.5555836735,173039.34211783943,7.324693258903002e-05,173039334.94491524,
35,y =  (((sqrt(x) - sqrt(exp(x))) + x) - x) / ((-0.2787595426158689 * (((x / x) - 0.1229656428477639) / (0.9628075931169551 - (1.0172351584998915 * x)))) / 0.7985388549126157)                                                                           ,(sqrt(x) - sqrt(exp(x)))*(3.3225464772119713*x - 3.144772327237662),26,9,1033.0225599882197,-663.7138026955907,-4369.247092017108,3.144740879339377,
36,y =  0.5733429620670062 / (((0.24614153696878588 - x) - (x * 1.4936944351096328)) - ((x + 1.470883226420848) * (x - (x - x))))                                                                                                                           ,0.5733429620670062/(-x*(x + 1.470883226420848) - 2.4936944351096328*x + 0.24614153696878588),19,11,4.175767970797165,0.07188701830705713,-15.679454225485612,129.6700334097932,
37,y =  exp((((0.41652989934840046 - (x + -0.36494858358827464)) + (-0.049099335644867466 * x)) * (x - (cos(x) + sqrt(0.3979178037749853 + x)))) * 0.9499364618224589)                                                                                       ,exp(0.9499364618224589*(0.7814784829366751 - 1.0490993356448675*x)*(x - sqrt(x + 0.3979178037749853) - cos(x))),22,14,0.3510696719142466,0.17330405692288714,3.153364447780705e-31,1.2271959014379086,
38,y =  (sqrt(sqrt(x) - -0.8601870415149858) - (0.9904418045952251 * x)) / ((exp(x) / (-0.7143061811480913 * x)) / (0.4589402308592498 / x))                                                                                                                 ,-0.3278238436802941*(-0.9904418045952251*x + sqrt(sqrt(x) + 0.8601870415149858))*exp(-x),20,12,0.05868533334978268,-0.010633617331914983,-0.31522426285812954,0.024594620050915145,
39,y =  (sqrt(sqrt((x / -1.1111231282002227) + x) * x) / (sqrt(sqrt(x) + x) + -0.6945607223645041)) + sqrt(exp(-0.7013571144809493 * x))                                                                                                                    ,sqrt(exp(-0.7013571144809493*x)) + 0.56235500889716059*sqrt(x**(3/2))/(sqrt(sqrt(x) + x) - 0.6945607223645041),23,19,0.7829432511257505,1.2169425297728371,-9.103134469918732,21.070016639280436,
40,y =  exp(-0.16278190770105136 / ((-0.08167154669948183 - cos(x)) - ((sqrt(x) * (x + (x * (1.5383436465962415 - ((x / x) / x))))) * (x / x))))                                                                                                         ,exp(-0.16278190770105136/(-sqrt(x)*(x*(1.5383436465962415 - 1/x) + x) - cos(x) - 0.08167154669948183)),26,16,0.046801633738604013,1.026037273872846,1.0021343286902624,1.2164999151775815,
41,y =  ((-0.6326673463692062 + x) * (0.5059341216756399 - (x / exp(x)))) + exp(cos(-0.1486520902474339 - (x - x)))                                                                                                                                          ,(x - 0.6326673463692062)*(-x*exp(-x) + 0.5059341216756399) + 2.688468253019323,18,11,1.5401616227977297,4.761973441319824,2.3683802549350212,7.423468709132194,
42,y =  ((x - 0.9557433932192252) / sqrt(exp(1.181809439183833 - x))) - cos((sqrt(x) / -0.5902694669769238) - ((x * 0.34133186743636285) * x))                                                                                                               ,0.5538260007745762*(x - 0.9557433932192252)/sqrt(exp(-x)) - cos(1.694141499680678*sqrt(x) + 0.34133186743636285*x**2),21,19,176.23070445316793,116.40286838008035,-1.529315541060904,743.6121109669252,
43,y =  exp((sqrt((x + x) + 0.2399281553233911) + (x - -0.4103841870629652)) / (((0.8279199392163572 * (x * -1.3129041575442288)) + (x - 1.652925161378158)) - 1.1843753356927968))                                                                          ,exp((x + sqrt(2)*sqrt(x + 0.1199640776616955) + 0.4103841870629652)/(-0.08697953031092057*x - 2.8373004970709548)),23,15,0.152762120240336,0.13843586984086162,0.017920354469930393,0.7281293910142767,
44,y =  sqrt((x * sqrt(((0.32489284884695185 / (-1.3688514859718537 - x)) - 0.39855149988029115) / (-0.6091534660856515 * x))) + ((x / (x - -0.3810307490708353)) + (x + x)))                                                                              ,sqrt(2)*sqrt(0.6406290738602004*x*sqrt(-(-0.39855149988029115 + 0.32489284884695185/(-x - 1.3688514859718537))/x) + x + x/(2*(x + 0.3810307490708353))),25,24,1.0274773768938847,3.4106871816970936,0.003196502918531566,4.859144399917409,
45,y =  (cos(((sqrt(x) + x) - x) / -1.1143478042899464) / (-1.0280768001961396 - (x / exp(x)))) - (x + (x + 1.1466520039054489))                                                                                                                           ,-2*x - 1.1466520039054489 + cos(0.89738589347981179*sqrt(x))/(-x*exp(-x) - 1.0280768001961396),22,16,5.285324400400036,-10.855941791134981,-20.21891718173414,-2.119341981811086,
46,y =  (x - ((x - x) + (cos(x) * 0.7014242578890908))) - x                                                                                                                                                                                                  ,-0.7014242578890908*cos(x),12,3,0.5059049785074877,0.038064043568324435,-0.7014242578890908,0.7014234147709653,
47,y =  (exp(1.5121653735291885 - (exp(x) * (0.2955961791998437 * x))) / -0.6912667620916311) / ((sqrt(1.8009910610045796 * (0.31696498975975956 / x)) / x) + (x / 0.35227421237432316))                                                                     ,-6.5626524033232741*exp(-0.2955961791998437*x*exp(x))/(2.8386977101162594*x + 0.75554689676335451*sqrt(1/x)/x),24,17,0.3412158418788719,-0.12827755817219152,-1.452369211483652,-0.0,
48,y =  exp(cos(-0.3631174042628515 * x)) - ((0.8050158679645592 + (x / x)) - (x + -0.3164110233086661))                                                                                                                                                      ,x + exp(cos(0.3631174042628515*x)) - 2.121426891273225,15,7,2.132469967349649,4.025987061097518,0.5968549372858196,8.292308032712295,
49,y =  (0.7879774531980084 * cos(x)) + x                                                                                                                                                                                                                       ,x + 0.7879774531980084*cos(x),6,4,2.819217250779444,4.957238992326014,0.7879774532980084,9.338830553467378,
50,y =  sqrt((x + x) + sqrt(x))                                                                                                                                                                                                                                ,sqrt(sqrt(x) + 2*x),7,5,1.0683883020815272,3.3115228882595322,0.003162309282786869,4.812720401204331,
51,y =  (0.9995049701566392 - (x - (x / -0.7398081421738107))) + (x - sqrt(x * x))                                                                                                                                                                           ,-1.351701803472528*x - sqrt(x**2) + 0.9995049701566392,14,9,6.795570522507559,-10.75900404732358,-22.517513064568636,0.999504969921469,
52,y =  (x / 0.03146942624677106) * x                                                                                                                                                                                                                           ,31.77687423210029*x**2,5,5,948.4104631387409,1059.7592857958418,3.17768742321003e-19,3177.68742321003,
53,y =  cos(((0.008372329439715538 * (x * (0.5895431186999067 + x))) / (x / cos(x))) * (sqrt(1.1500655336778136 / x) / x))                                                                                                                                  ,cos(0.0089785788923603867*(x + 0.5895431186999067)*sqrt(1/x)*cos(x)/x),20,12,0.06991043598175566,0.9954566983462807,-0.6048047352390554,0.9999999999708515,
54,y =  (x * x) + 0.4495279362478405                                                                                                                                                                                                                            ,x**2 + 0.4495279362478405,5,5,29.845933121410585,33.799544619930856,0.4495279362478405,100.44952793624785,
55,y =  sqrt(sqrt(0.061408486270053166 / x)) / exp(x)                                                                                                                                                                                                           ,0.49780252829308752*(1/x)**(1/4)*exp(-x),8,12,4.976045820796347,0.21708046848249557,1.2709026316398094e-05,157.41898142391491,
56,y =  sqrt(exp(0.9098395673918604 * x)) - (-1.4865050751940962 - (((sqrt(x) + x) / ((((x / 0.9710256819648071) + -1.0095804491993954) + x) + -0.3230843670086678)) / sqrt(sqrt(x * x))))                                                                 ,(sqrt(x) + x)/((2.029838879211274*x - 1.3326648162080632)*(x**2)**(1/4)) + sqrt(exp(0.9098395673918604*x)) + 1.4865050751940962,28,23,25.25176762052166,22.579541064644417,-148.36621389266045,219.4245063770514,
57,y =  0.40376927194172296 / (((x - (-0.4947642478930798 * x)) / ((-0.3941991308578927 + x) + 0.2398253030326923)) * (sqrt(exp((2.1917334473914623 - x) - -0.1225902188226029)) * (cos(x) - (x + x))))                                                    ,0.084920308695659798*(x - 0.1543738278252004)/(x*(-2*x + cos(x))*sqrt(exp(-x))),28,14,4143506.0777215566,-131095.00921834027,-131094731.08231993,2.9026424896996974,
58,y =  cos(((sqrt(x) - x) * 0.9888612952808509) + (x / 0.5309892407777248)) - ((0.48138994810314384 - (((-0.08777337582633 + x) - x) / -0.15806139825428683)) - (x * -0.5827044084802759))                                                                 ,-0.5827044084802759*x + cos(0.9888612952808509*sqrt(x) + 0.8944160354148304*x) + 0.073921954712757496,25,12,1.8242422689632134,-2.913670859318865,-5.452812216442387,1.0739219546055938,
59,y =  (1.0476431310309318 * x) + cos((x + ((0.7990648738246741 * x) / x)) * (0.006380717690070109 + x))                                                                                                                                                    ,1.0476431310309318*x + cos((x + 0.006380717690070109)*(x + 0.7990648738246741)),16,9,3.0589968063160344,5.275055405870539,0.4370141000953166,11.413509641438917,
60,y =  ((x / 0.8837166790090767) + ((x + x) / (0.8090104010465049 + (0.9192338140898045 + cos(x))))) - (x / exp(cos(x)))                                                                                                                                   ,1.131584390962625*x - x*exp(-cos(x)) + 2*x/(cos(x) + 1.728244215136309),20,14,3.6133307911412147,6.284463916278068,1.4967771538497464e-10,10.997993995185116,
61,y =  (0.29638781255541397 + (x * -0.08689047616877955)) * -0.9240382011878401                                                                                                                                                                                 ,0.08029011929935394*x - 0.27387366116770345,7,4,0.23200950356616026,0.12757693533308073,-0.27387366115967443,0.5290275318258361,
62,y =  -1.5280358892410586 * (((x - x) - x) + 1.96195479224706)                                                                                                                                                                                               ,1.5280358892410586*x - 2.9979373356219926,9,4,4.415472927276456,4.642242110659702,-2.997937335469189,12.282421556788593,
63,y =  ((x + 0.9930835037457358) * (x - x)) + ((sqrt(x) * -0.21756469082204474) - x)                                                                                                                                                                        ,-0.21756469082204474*sqrt(x) - x,14,4,3.0489876134277303,-5.458547480083828,-10.687999961427993,-2.175746908220447e-06,
64,y =  ((x * (0.28015047253291103 * x)) - x) + ((x / x) + ((0.6557851298859767 - ((x - -0.36891845674833773) - (x * x))) + (x + 0.8233409612214289)))                                                                                                   ,1.280150472532911*x**2 - x + 2.1102076343590679,25,8,35.416960871751584,39.803247250906345,1.91491813752711,120.12525488765017,
65,y =  (((0.4061657753950348 * x) * -0.33219601304465163) - (x / (x / -0.5140187725487316))) - (((-1.0372429151400677 * x) / ((x - -0.8962552335833068) - (1.1296211260245133 * cos(cos(x))))) * 2.1764165211728517)                                       ,-0.13492665122142003*x + 2.2574726169803336*x/(x - 1.1296211260245133*cos(cos(x)) + 0.8962552335833068) + 0.5140187725487316,27,15,0.44301209485687437,2.0388245197118455,0.5140187733247905,2.9975770063248453,
66,y =  ((x - 0.2997560705405461) - cos(((x / 1.0327219466854598) - cos(x * -1.3734184730253516)) - (x / x))) - (((x + -0.21069958943014058) - sqrt(sqrt(x))) - -0.7116078304724981)                                                                       ,x**(1/4) - cos(-0.96831485300522421*x + cos(1.3734184730253516*x) + 1) - 0.80066431158290363,27,17,0.7066523291254558,0.490746862946158,-0.7821855256582603,1.701072767253561,
67,y =  ((x * (x - x)) + -0.5916562524123876) + (((cos((x * (x * -0.44330196984715875)) * (x - x)) + (2.2331406319730687 + x)) * -0.637508449269774) + sqrt(x))                                                                                          ,sqrt(x) - 0.637508449269774*x - 2.6528107229726358,27,6,1.1206931942527267,-3.7327155659619757,-5.865617555501996,-2.260664373247347,
68,y =  (0.984398396150175 + (x / sqrt(x))) / ((exp(0.8108185185092271 / x) - cos(cos(x - x))) * 0.5480415276019995)                                                                                                                                         ,(sqrt(x) + 0.984398396150175)/(0.5480415276019995*exp(0.8108185185092271/x) - 0.5480415276019995*cos(1)),19,14,,,,,Evaluation error: math range error
69,y =  ((x * -0.14882222955845092) * (sqrt(exp(x)) - x)) - exp(cos(0.330379474396709 / (1.0657242424025997 + x)))                                                                                                                                            ,-0.14882222955845092*x*(-x + sqrt(exp(x))) - exp(cos(0.330379474396709/(x + 1.0657242424025997))),17,14,48.51330888033085,-33.21673287374321,-208.70662004618163,-2.59174696015378,
70,y =  0.9768281668126854 * (x - ((0.13702987404208186 - x) / 1.7267453232427106))                                                                                                                                                                             ,1.5425329952342087*x - 0.077518461383598869,9,4,4.4573643380000645,7.635146514864571,-0.07751846122934557,15.347811490958488,
71,y =  exp(-1.4948157391568961 * ((x + 0.1358690869882549) - -2.455880042558093))                                                                                                                                                                               ,0.020771209894011583*exp(-1.4948157391568961*x),8,5,0.003560573010204679,0.001398571363273405,6.692055352844655e-09,0.02077120989090666,
72,y =  sqrt(x / 0.2960179689713716) + sqrt(x)                                                                                                                                                                                                                  ,2.837980767865286*sqrt(x),7,3,2.119697269865815,5.981434416458339,2.837980767865286e-05,8.974483182207898,
73,y =  ((exp(cos(x)) * (x * 1.292241741802411)) / -0.9430614442304703) * -0.36124766942095055                                                                                                                                                                  ,0.49500413828868923*x*exp(cos(x)),11,5,2.595450767540104,2.7769296062836974,1.3455607541221723e-10,8.559706420108231,
74,y =  cos(x - ((x - 0.06295433929114629) * x)) - (x * -0.6034213431298229)                                                                                                                                                                                  ,0.6034213431298229*x + cos(x*(x - 0.06295433929114629) - x),12,8,1.705172397242421,3.1524135313596227,0.4237115745219595,6.988418135537773,
75,y =  ((cos(x) - x) * 0.22111549121939506) + -0.6234851695059023                                                                                                                                                                                              ,-0.22111549121939506*x + 0.22111549121939506*cos(x) - 0.6234851695059023,8,8,0.6918597837758682,-1.7410618537511748,-3.0201717950198015,-0.4023696783086188,
76,y =  exp((cos((x + 0.07154537693027828) - (0.10154866130930143 * (x - -0.45668945079321205))) - 0.21303580234092623) + cos(x))                                                                                                                              ,0.80812720385288629*exp(cos(x) + cos(0.89845133869069857*x + 0.025169174568147509)),16,10,1.8617922052433034,1.7401930042602243,0.11200894847979737,5.969406273019512,
77,y =  ((1.7023683559013514 + (-0.5194269310198056 + x)) / -0.35903961383896055) - cos(0.3995956576368387 + x)                                                                                                                                                 ,-2.7852079866834092*x - cos(x + 0.3995956576368387) - 3.2947379043587335,12,8,7.9497826163135015,-17.099415921235703,-30.585498834322344,-4.215956281636337,
78,y =  exp((((x * 0.589909663298598) + x) / (-0.06155802832777238 / x)) * ((x / x) + 0.19785222227657123))                                                                                                                                                  ,exp(-30.937911351881313*x**2),16,6,0.10717085704722416,0.016417136229773362,0.0,1.0,
79,y =  exp(0.4491415538859862 - x) * ((((x / -0.06271855127469912) - cos(exp(x))) + ((x / 0.19060855931195017) + -0.35279839212034614)) - cos(0.2543953988049355 + x))                                                                                      ,1.566966451691592*(-10.6978917183542*x - cos(x + 0.2543953988049355) - cos(exp(x)) - 0.35279839212034614)*exp(-x),23,16,2.152573801543192,-1.7733023112001023,-6.218120842136772,-0.007535985668704254,
80,y =  x + ((((x - (x / -0.8762380026954306)) + x) * (((-0.7951882802270387 - x) + x) + (x / x))) + (((-1.3067611403750943 * x) - x) * 0.3634019303495286))                                                                                            ,0.80508181597689455*x,27,2,2.3263962500606805,4.025409079924724,8.050818159768946e-11,8.050818159768923,
81,y =  (1.315954271024033 / exp(x)) / ((sqrt(x) + cos(x * (((0.32632526153853914 * x) - -1.896557118338234) - -0.21247613349383926))) + 1.883057636062467)                                                                                                   ,1.315954271024033*exp(-x)/(sqrt(x) + cos(x*(0.32632526153853914*x + 2.1090332518320733)) + 1.883057636062467),20,15,0.09263054639714946,0.04658830070499108,1.4330214298957394e-05,0.45644238603076775,
82,y =  (x - x) / ((0.9987287939113779 - x) * ((0.9022008109008832 / (x + x)) / (((x + -0.9012005706310556) * 0.7604152241634156) - (x - -0.537450416487716))))                                                                                            ,0,23,1,0.0,0.0,0.0,0.0,
